Driver_ID,length,Age,Gender,City,Education_Level,Income_total,Income_avg,Income_max,Income_min,Dateofjoining_year,Dateofjoining_month,Joining_Designation,Grade_max,Grade_min,Grade_first,Grade_last,Total_Business_Value_sum,Total_Business_Value_avg,Total_Business_Value_min,Total_Business_Value_max,Quarterly_Rating_max,Quarterly_Rating_min,Quarterly_Rating_first,Quarterly_Rating_last,Driver_Churn
592,17,42.0,1.0,20,1,1149608,67624.0,67624,67624,2018,5,1,2,2,2,2,5772050,339532.35294117645,0,1192240,2,1,2,2,0
593,9,39.0,0.0,23,0,777024,86336.0,86336,86336,2020,2,3,3,3,3,3,4035480,448386.6666666667,0,1649280,3,1,3,1,1
594,2,30.0,0.0,19,0,82186,41093.0,41093,41093,2020,9,2,2,2,2,2,153470,76735.0,0,153470,1,1,1,1,0
595,6,30.0,0.0,26,0,334968,55828.0,55828,55828,2020,7,2,2,2,2,2,1034740,172456.66666666666,0,651770,2,1,2,2,0
596,2,29.0,0.0,12,0,132966,66483.0,66483,66483,2018,8,2,2,2,2,2,766310,383155.0,0,766310,2,1,2,1,1
597,4,28.0,1.0,23,2,343704,85926.0,85926,85926,2020,8,3,3,3,3,3,1202090,300522.5,0,500000,2,1,1,2,0
598,6,38.0,1.0,9,1,468810,78135.0,78135,78135,2018,12,2,2,2,2,2,1329330,221555.0,0,411730,2,1,2,1,0
599,1,27.0,1.0,3,1,71458,71458.0,71458,71458,2020,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
600,4,29.0,0.0,2,1,461172,115293.0,115293,115293,2019,10,3,3,3,3,3,0,0.0,0,0,2,1,2,1,0
601,4,33.0,1.0,19,1,156476,39119.0,39119,39119,2016,5,1,2,2,2,2,942130,235532.5,0,544260,1,1,1,1,1
602,1,28.0,0.0,9,0,49553,49553.0,49553,49553,2020,4,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
603,5,30.0,0.0,15,0,324210,64842.0,64842,64842,2019,10,2,2,2,2,2,1301200,260240.0,0,999000,2,1,2,2,1
604,20,47.0,1.0,26,1,1317120,65856.0,65856,65856,2016,5,1,2,2,2,2,14829230,741461.5,100660,1543500,4,2,2,4,0
605,18,37.0,0.0,10,1,1716336,95352.0,95352,95352,2015,10,1,3,3,3,3,16146100,897005.5555555555,232640,3307050,4,2,4,3,0
606,8,34.0,1.0,10,0,913840,114230.0,114230,114230,2020,1,3,3,3,3,3,2809380,351172.5,0,914390,2,1,2,1,0
607,5,27.0,1.0,27,1,193820,38764.0,38764,38764,2018,1,1,1,1,1,1,1703720,340744.0,0,782230,2,2,2,2,1
608,8,24.0,0.0,26,2,666352,83294.0,83294,83294,2019,11,2,2,2,2,2,1939230,242403.75,0,1004410,2,1,1,2,1
609,5,33.0,1.0,9,2,230930,46186.0,46186,46186,2018,10,1,1,1,1,1,850280,170056.0,0,344360,2,1,2,1,1
610,1,30.0,1.0,23,2,49664,49664.0,49664,49664,2019,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
611,2,32.0,1.0,10,1,78432,39216.0,39216,39216,2020,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
612,2,31.0,0.0,17,0,59370,29685.0,29685,29685,2019,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
613,5,30.0,0.0,1,0,68265,13653.0,13653,13653,2018,8,1,1,1,1,1,1897420,379484.0,175100,867320,2,1,2,1,0
614,10,23.0,1.0,10,1,364740,36474.0,36474,36474,2018,10,1,1,1,1,1,5936640,593664.0,0,1615190,4,1,1,3,1
615,11,34.0,0.0,23,2,594616,54056.0,54056,54056,2018,5,1,2,2,2,2,6783970,616724.5454545454,50000,1445260,4,1,2,1,1
617,6,22.0,1.0,18,0,130038,21673.0,21673,21673,2020,5,1,1,1,1,1,5923040,987173.3333333334,0,2529340,4,2,4,4,0
618,3,41.0,0.0,6,2,163560,54520.0,54520,54520,2017,6,1,2,2,2,2,1129850,376616.6666666667,0,642060,2,1,2,2,1
619,7,30.0,1.0,14,1,225050,32150.0,32150,32150,2020,5,3,3,3,3,3,2626230,375175.71428571426,138360,662750,2,1,2,1,0
620,4,29.0,1.0,8,2,319204,79801.0,79801,79801,2020,9,3,3,3,3,3,812040,203010.0,0,812040,2,1,2,2,0
621,2,29.0,1.0,4,2,202988,101494.0,101494,101494,2019,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
622,1,42.0,0.0,22,0,53454,53454.0,53454,53454,2020,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
623,2,23.0,1.0,29,1,115862,57931.0,57931,57931,2018,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
624,16,35.0,0.0,15,1,1675392,104712.0,104712,104712,2014,5,2,3,3,3,3,14726120,920382.5,0,4070390,3,1,3,3,0
625,4,31.0,0.0,12,1,199744,49936.0,49936,49936,2018,11,1,1,1,1,1,1567300,391825.0,0,838460,2,1,2,1,0
626,3,35.0,0.0,24,0,56364,18788.0,18788,18788,2019,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
627,5,36.0,0.0,17,1,176095,35219.0,35219,35219,2018,10,2,2,2,2,2,2465510,493102.0,0,1191120,2,1,1,2,1
629,2,43.0,1.0,15,0,77248,38624.0,38624,38624,2018,9,2,2,2,2,2,145450,72725.0,0,145450,1,1,1,1,1
630,7,35.0,1.0,28,0,362467,51781.0,51781,51781,2018,9,2,2,2,2,2,1125850,160835.7142857143,0,500000,1,1,1,1,1
633,2,36.0,1.0,3,2,96118,48059.0,48059,48059,2020,7,3,3,3,3,3,153370,76685.0,0,153370,1,1,1,1,1
634,4,29.0,0.0,28,2,217432,54358.0,54358,54358,2019,1,1,1,1,1,1,250000,62500.0,0,250000,1,1,1,1,1
635,4,31.0,0.0,28,1,521716,130429.0,130429,130429,2020,7,3,3,3,3,3,300000,75000.0,0,150000,1,1,1,1,1
636,2,44.0,0.0,20,0,190776,95388.0,95388,95388,2017,10,4,4,4,4,4,0,0.0,0,0,1,1,1,1,0
638,15,38.0,0.0,16,2,2091649,139443.26666666666,149403,137911,2013,7,2,5,4,4,4,22962220,1530814.6666666667,-47260,7087340,4,2,3,3,0
639,8,27.0,0.0,12,2,532792,66599.0,66599,66599,2020,2,2,2,2,2,2,3304670,413083.75,0,968480,3,1,3,2,0
640,7,27.0,1.0,8,1,741517,105931.0,105931,105931,2019,12,3,3,3,3,3,1510890,215841.42857142858,0,1025880,1,1,1,1,1
642,4,35.0,0.0,11,0,346064,86516.0,86516,86516,2020,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
643,6,35.0,0.0,26,1,381792,63632.0,63632,63632,2020,7,2,2,2,2,2,1015390,169231.66666666666,0,507880,2,1,1,2,0
644,6,29.0,0.0,6,2,208446,34741.0,34741,34741,2020,4,1,1,1,1,1,3016750,502791.6666666667,0,1000010,3,1,3,3,0
645,4,28.0,1.0,8,2,441780,110445.0,110445,110445,2019,3,2,4,4,4,4,960000,240000.0,0,960000,2,1,2,1,1
646,2,34.0,0.0,11,1,143552,71776.0,71776,71776,2020,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
647,2,34.0,1.0,10,2,115776,57888.0,57888,57888,2019,8,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
648,5,28.0,1.0,3,0,94640,18928.0,18928,18928,2020,7,1,1,1,1,1,942840,188568.0,0,942840,2,1,1,1,0
649,4,33.0,0.0,14,1,142336,35584.0,35584,35584,2019,6,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
650,1,33.0,1.0,16,1,42953,42953.0,42953,42953,2020,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
651,6,34.0,1.0,12,1,247788,41298.0,41298,41298,2019,12,3,3,3,3,3,837000,139500.0,0,837000,2,1,1,2,1
652,6,34.0,0.0,20,1,673932,112322.0,112322,112322,2018,11,4,4,4,4,4,0,0.0,0,0,1,1,1,1,1
653,2,44.0,1.0,1,0,129404,64702.0,64702,64702,2018,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
654,2,22.0,0.0,4,0,72232,36116.0,36116,36116,2020,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
655,5,35.0,0.0,13,0,204630,40926.0,40926,40926,2019,1,2,2,2,2,2,429430,85886.0,0,201300,1,1,1,1,1
658,6,30.0,1.0,6,1,635796,105966.0,105966,105966,2020,4,3,3,3,3,3,3246780,541130.0,0,892830,3,2,3,2,0
659,2,32.0,1.0,13,2,109806,54903.0,54903,54903,2020,6,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
660,2,24.0,1.0,7,0,30654,15327.0,15327,15327,2020,1,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
662,18,37.0,0.0,29,1,1377864,76548.0,76548,76548,2016,10,1,2,2,2,2,12851970,713998.3333333334,101650,1445380,4,2,3,3,0
663,3,27.0,0.0,21,1,291609,97203.0,97203,97203,2020,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
664,1,33.0,0.0,19,2,40041,40041.0,40041,40041,2020,12,1,1,1,1,1,186080,186080.0,186080,186080,2,2,2,2,0
667,5,31.0,0.0,8,2,390715,78143.0,78143,78143,2018,9,2,2,2,2,2,3113170,622634.0,0,1548680,3,1,3,1,1
668,7,29.0,1.0,3,1,321783,45969.0,45969,45969,2019,11,2,2,2,2,2,3340340,477191.4285714286,-14600,1499780,3,2,2,2,1
671,3,33.0,0.0,11,2,127104,42368.0,42368,42368,2019,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
672,3,30.0,0.0,18,2,231033,77011.0,77011,77011,2020,8,2,2,2,2,2,172480,57493.333333333336,0,172480,1,1,1,1,0
673,4,36.0,1.0,12,1,147868,36967.0,36967,36967,2020,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
674,3,34.0,1.0,14,1,115638,38546.0,38546,38546,2019,9,1,1,1,1,1,200000,66666.66666666667,0,200000,1,1,1,1,0
677,5,48.0,1.0,29,1,355360,71072.0,71072,71072,2015,5,2,3,3,3,3,1555490,311098.0,0,807550,1,1,1,1,1
678,3,35.0,0.0,14,2,94233,31411.0,31411,31411,2020,8,1,1,1,1,1,1003620,334540.0,0,1003620,3,1,3,1,0
680,7,37.0,1.0,3,2,891660,127380.0,127380,127380,2014,7,2,4,4,4,4,1481590,211655.7142857143,0,469900,2,1,1,1,1
681,4,29.0,0.0,23,0,207360,51840.0,51840,51840,2020,8,2,2,2,2,2,2457760,614440.0,0,2107760,3,1,3,3,0
682,16,30.0,0.0,14,1,640128,40008.0,40008,40008,2019,7,1,1,1,1,1,5623270,351454.375,0,1200590,3,1,1,2,0
683,3,41.0,1.0,17,2,167286,55762.0,55762,55762,2018,10,1,1,1,1,1,1617190,539063.3333333334,0,1417190,2,1,2,2,0
684,3,23.0,1.0,20,0,90249,30083.0,30083,30083,2020,6,1,1,1,1,1,1500340,500113.3333333333,0,1111840,3,1,3,3,1
686,5,28.0,1.0,1,2,314545,62909.0,62909,62909,2019,11,2,2,2,2,2,860000,172000.0,0,860000,1,1,1,1,1
687,2,32.0,0.0,18,0,26074,13037.0,13037,13037,2019,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
688,8,46.0,1.0,14,1,183448,22931.0,22931,22931,2018,6,1,2,2,2,2,2476510,309563.75,100750,802590,2,1,2,2,1
689,1,28.0,1.0,10,1,17186,17186.0,17186,17186,2018,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
690,4,45.0,1.0,14,0,198036,49509.0,49509,49509,2018,12,2,2,2,2,2,580610,145152.5,0,340320,1,1,1,1,1
691,2,30.0,1.0,7,0,118482,59241.0,59241,59241,2020,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
692,2,32.0,0.0,23,1,63662,31831.0,31831,31831,2017,12,1,1,1,1,1,213500,106750.0,0,213500,1,1,1,1,1
693,16,47.0,0.0,14,2,1979664,123729.0,123729,123729,2015,7,2,4,4,4,4,20170820,1260676.25,132150,2236820,3,2,2,2,0
694,3,32.0,1.0,16,2,247896,82632.0,82632,82632,2019,7,3,3,3,3,3,999000,333000.0,0,999000,2,1,2,1,1
695,4,27.0,0.0,17,2,230668,57667.0,57667,57667,2020,8,1,1,1,1,1,308510,77127.5,0,308510,1,1,1,1,1
696,3,27.0,1.0,10,0,238383,79461.0,79461,79461,2020,3,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
697,16,43.0,0.0,25,1,1891440,118215.0,118215,118215,2019,7,4,4,4,4,4,32241170,2015073.125,0,15059230,4,1,2,4,0
698,6,33.0,0.0,1,2,459216,76536.0,76536,76536,2020,5,3,3,3,3,3,5018330,836388.3333333334,0,2416920,4,2,4,3,0
700,7,29.0,1.0,10,1,217364,31052.0,31052,31052,2017,12,1,1,1,1,1,1477890,211127.14285714287,0,533800,3,1,1,3,1
701,19,44.0,1.0,3,2,1623550,85450.0,85450,85450,2019,1,2,2,2,2,2,20214250,1063907.894736842,146640,4427470,4,1,4,2,1
702,6,38.0,1.0,20,0,682842,113807.0,113807,113807,2019,6,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
703,8,29.0,0.0,11,2,827952,103494.0,103494,103494,2016,4,1,3,3,3,3,4374980,546872.5,0,1960530,4,1,3,3,1
704,20,29.0,0.0,8,1,1258620,62931.0,62931,62931,2018,5,1,2,2,2,2,11969600,598480.0,0,1409420,3,1,3,3,0
705,4,40.0,0.0,20,2,523124,130781.0,130781,130781,2019,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
706,3,35.0,0.0,27,0,212031,70677.0,70677,70677,2020,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
707,1,31.0,1.0,4,2,58323,58323.0,58323,58323,2018,5,1,1,1,1,1,1121200,1121200.0,1121200,1121200,2,2,2,2,0
708,5,39.0,1.0,19,0,485580,97116.0,97116,97116,2019,11,3,3,3,3,3,517690,103538.0,0,218420,1,1,1,1,1
709,3,31.0,0.0,13,1,406308,135436.0,135436,135436,2018,8,5,5,5,5,5,0,0.0,0,0,1,1,1,1,1
710,5,32.0,0.0,18,2,551495,110299.0,110299,110299,2020,2,3,3,3,3,3,1976260,395252.0,0,1078810,4,1,3,1,0
712,4,34.0,0.0,5,1,334460,83615.0,83615,83615,2020,8,3,3,3,3,3,641120,160280.0,0,641120,3,1,3,1,0
713,17,29.0,0.0,12,0,1179596,69388.0,69388,69388,2018,1,1,2,2,2,2,25440300,1496488.2352941176,614000,2984440,4,4,4,4,0
714,9,35.0,0.0,13,2,732168,81352.0,81352,81352,2019,11,3,3,3,3,3,3244510,360501.1111111111,0,1750000,2,1,2,1,1
715,1,41.0,0.0,4,1,34780,34780.0,34780,34780,2020,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
716,15,44.0,0.0,1,1,869654,57976.933333333334,63352,57593,2017,11,1,3,2,2,2,17507200,1167146.6666666667,0,4450470,4,2,4,4,0
718,15,27.0,0.0,15,2,1012350,67490.0,67490,67490,2016,4,1,3,3,3,3,11155750,743716.6666666666,122390,2331900,4,2,3,4,0
721,7,34.0,0.0,19,2,713160,101880.0,101880,101880,2020,5,3,3,3,3,3,5003700,714814.2857142857,0,1732820,3,1,3,3,0
722,5,37.0,0.0,9,1,189195,37839.0,37839,37839,2018,11,2,2,2,2,2,1724200,344840.0,0,797280,2,1,1,2,1
723,16,33.0,0.0,17,1,675888,42243.0,42243,42243,2018,7,1,1,1,1,1,7113210,444575.625,122900,2110820,4,1,1,1,0
724,3,32.0,1.0,1,2,109290,36430.0,36430,36430,2020,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
725,4,29.0,0.0,20,0,77824,19456.0,19456,19456,2020,8,1,1,1,1,1,211440,52860.0,0,211440,1,1,1,1,0
726,6,30.0,1.0,18,1,308982,51497.0,51497,51497,2017,1,1,1,1,1,1,1322310,220385.0,0,919570,2,1,2,1,1
727,8,39.0,0.0,22,2,357760,44720.0,44720,44720,2019,5,2,2,2,2,2,1296780,162097.5,0,492690,2,1,2,2,1
729,3,33.0,0.0,28,0,121593,40531.0,40531,40531,2020,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
731,3,35.0,1.0,2,0,57870,19290.0,19290,19290,2018,9,1,1,1,1,1,228920,76306.66666666667,0,228920,1,1,1,1,1
733,1,23.0,1.0,6,0,13937,13937.0,13937,13937,2020,12,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
734,11,35.0,1.0,22,2,972554,88414.0,88414,88414,2019,10,3,3,3,3,3,4352850,395713.63636363635,0,1270040,3,1,1,2,0
735,4,38.0,1.0,12,1,441960,110490.0,110490,110490,2019,8,4,4,4,4,4,1450000,362500.0,0,950000,2,1,1,1,0
736,4,26.0,1.0,15,2,327776,81944.0,81944,81944,2018,10,1,1,1,1,1,665120,166280.0,0,306240,1,1,1,1,0
737,2,40.0,0.0,19,0,49504,24752.0,24752,24752,2020,8,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
738,2,26.0,0.0,8,1,83960,41980.0,41980,41980,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
739,5,30.0,1.0,20,0,543840,108768.0,108768,108768,2017,6,1,3,3,3,3,382150,76430.0,-1244820,661360,2,1,1,2,1
740,4,37.0,0.0,3,1,184524,46131.0,46131,46131,2020,6,1,1,1,1,1,1036820,259205.0,0,430040,2,1,1,2,0
742,4,34.0,0.0,13,1,338548,84637.0,84637,84637,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
743,5,36.0,0.0,10,0,366365,73273.0,73273,73273,2020,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
744,6,27.0,0.0,20,2,259932,43322.0,43322,43322,2018,1,1,1,1,1,1,1520540,253423.33333333334,-239410,1048330,2,1,2,1,0
745,2,30.0,0.0,11,2,124084,62042.0,62042,62042,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
747,10,32.0,1.0,17,1,589430,58943.0,58943,58943,2016,11,1,2,2,2,2,5915070,591507.0,145800,1147440,3,2,2,2,0
748,1,31.0,1.0,20,0,50210,50210.0,50210,50210,2020,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
751,2,27.0,0.0,22,0,211020,105510.0,105510,105510,2020,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
752,7,43.0,0.0,23,2,393701,56243.0,56243,56243,2020,5,2,2,2,2,2,1848300,264042.85714285716,0,572620,2,1,2,1,0
753,18,35.0,0.0,16,1,1073808,59656.0,59656,59656,2017,10,2,2,2,2,2,15857930,880996.1111111111,0,3064600,4,2,4,4,0
754,3,29.0,0.0,29,0,134460,44820.0,44820,44820,2020,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
755,1,36.0,0.0,8,1,25894,25894.0,25894,25894,2019,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
756,5,29.0,1.0,4,1,287380,57476.0,57476,57476,2019,5,3,3,3,3,3,488410,97682.0,0,308360,1,1,1,1,1
757,7,35.0,0.0,27,0,442267,63181.0,63181,63181,2017,7,1,3,3,3,3,4220370,602910.0,0,2064350,2,1,2,1,1
758,9,34.0,0.0,15,1,488592,54288.0,54288,54288,2019,8,2,2,2,2,2,1901970,211330.0,0,1133530,2,1,2,2,1
759,4,42.0,0.0,26,1,348728,87182.0,87182,87182,2019,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
761,2,23.0,0.0,10,2,138898,69449.0,69449,69449,2020,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
762,17,35.0,0.0,27,2,595408,35024.0,35024,35024,2016,4,1,2,2,2,2,6988070,411062.9411764706,53300,1023550,3,1,2,2,0
763,2,32.0,0.0,5,2,45826,22913.0,22913,22913,2020,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
764,2,37.0,1.0,26,1,36570,18285.0,18285,18285,2018,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
765,22,47.0,1.0,8,1,2710752,123216.0,123216,123216,2016,11,1,4,4,4,4,28550890,1297767.7272727273,0,12941160,4,2,2,2,0
766,9,31.0,1.0,8,1,254772,28308.0,28308,28308,2019,7,1,1,1,1,1,6405460,711717.7777777778,0,2155050,3,2,2,3,0
767,7,39.0,1.0,2,0,599851,85693.0,85693,85693,2017,5,1,3,3,3,3,2252450,321778.5714285714,145500,890520,2,1,1,1,0
768,8,24.0,1.0,26,1,702824,87853.0,87853,87853,2020,4,1,1,1,1,1,8195450,1024431.25,0,4402980,4,2,2,4,1
769,1,36.0,0.0,11,1,107149,107149.0,107149,107149,2020,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
770,6,26.0,0.0,26,0,111264,18544.0,18544,18544,2019,7,2,2,2,2,2,1750310,291718.3333333333,0,960420,3,1,1,3,0
771,2,36.0,0.0,5,1,90142,45071.0,45071,45071,2020,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
772,12,30.0,0.0,29,2,911832,75986.0,75986,75986,2019,7,3,3,3,3,3,13343300,1111941.6666666667,0,4356060,4,1,1,3,0
773,5,30.0,0.0,29,0,258000,51600.0,51600,51600,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
776,6,37.0,1.0,8,1,381522,63587.0,63587,63587,2020,6,2,2,2,2,2,1376420,229403.33333333334,0,844890,2,1,2,2,1
777,7,30.0,1.0,22,2,495712,70816.0,70816,70816,2019,11,2,2,2,2,2,945280,135040.0,0,500000,2,1,1,1,1
778,11,31.0,0.0,9,1,428890,38990.0,38990,38990,2019,6,2,2,2,2,2,1384170,125833.63636363637,0,389660,1,1,1,1,1
779,3,35.0,1.0,23,2,69546,23182.0,23182,23182,2020,4,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
781,7,41.0,1.0,23,2,577521,82503.0,82503,82503,2019,12,3,3,3,3,3,498090,71155.71428571429,0,200000,1,1,1,1,1
782,6,36.0,1.0,29,1,253884,42314.0,42314,42314,2020,6,2,2,2,2,2,1704480,284080.0,0,674350,3,1,2,3,0
783,13,49.0,0.0,3,2,990535,76195.0,76195,76195,2015,12,1,2,2,2,2,6521890,501683.8461538461,0,1432500,3,1,2,2,1
784,2,41.0,0.0,17,2,200606,100303.0,100303,100303,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
785,4,31.0,0.0,26,1,216836,54209.0,54209,54209,2020,7,2,2,2,2,2,2121920,530480.0,0,1016040,3,2,2,3,0
787,12,34.0,0.0,26,1,905604,75467.0,75467,75467,2019,8,3,3,3,3,3,2007550,167295.83333333334,-5483890,8099680,2,1,1,1,0
789,18,40.0,1.0,22,0,1215373,67520.72222222222,72265,65696,2018,11,2,3,2,2,2,29984760,1665820.0,0,5772230,4,1,4,4,0
790,15,31.0,0.0,12,1,603795,40253.0,40253,40253,2018,11,2,2,2,2,2,4655310,310354.0,100110,800000,2,1,1,1,1
791,15,36.0,1.0,4,0,1274415,84961.0,84961,84961,2015,10,2,3,3,3,3,29189920,1945994.6666666667,0,7211170,4,2,2,3,0
792,3,32.0,1.0,19,2,145917,48639.0,48639,48639,2019,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
793,1,26.0,1.0,7,2,92670,92670.0,92670,92670,2020,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
794,6,33.0,0.0,21,2,361512,60252.0,60252,60252,2015,5,2,2,2,2,2,3613360,602226.6666666666,0,3103150,3,1,3,2,1
796,7,32.0,0.0,26,2,353038,50434.0,50434,50434,2015,11,2,2,2,2,2,3381100,483014.28571428574,0,1462620,3,1,3,3,1
797,5,33.0,0.0,24,2,148445,29689.0,29689,29689,2018,8,1,1,1,1,1,1193450,238690.0,0,791000,2,1,1,2,1
799,5,34.0,1.0,21,1,154755,30951.0,30951,30951,2019,12,2,2,2,2,2,456480,91296.0,0,175320,1,1,1,1,1
800,5,36.0,0.0,6,0,248070,49614.0,49614,49614,2019,6,2,2,2,2,2,618510,123702.0,0,262160,2,1,1,2,0
801,3,39.0,0.0,29,1,188430,62810.0,62810,62810,2020,8,3,3,3,3,3,746550,248850.0,0,442690,2,1,1,2,0
803,5,27.0,0.0,11,2,311160,62232.0,62232,62232,2020,4,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
804,9,30.0,0.0,23,2,419400,46600.0,46600,46600,2019,11,2,2,2,2,2,2364550,262727.77777777775,0,873820,2,1,1,1,1
805,4,24.0,0.0,16,1,70704,17676.0,17676,17676,2019,1,1,1,1,1,1,1542500,385625.0,0,1342500,2,1,1,2,1
806,6,40.0,1.0,8,0,471882,78647.0,78647,78647,2020,6,3,3,3,3,3,2357460,392910.0,0,935050,3,1,1,3,0
807,3,32.0,1.0,25,1,244641,81547.0,81547,81547,2020,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
808,4,33.0,0.0,15,1,199656,49914.0,49914,49914,2020,5,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
810,1,25.0,0.0,17,1,45531,45531.0,45531,45531,2020,12,2,2,2,2,2,153540,153540.0,153540,153540,1,1,1,1,0
811,4,30.0,0.0,26,2,264068,66017.0,66017,66017,2019,10,2,2,2,2,2,467760,116940.0,0,467760,1,1,1,1,1
812,2,31.0,0.0,15,2,84790,42395.0,42395,42395,2018,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
813,1,32.0,1.0,27,0,31787,31787.0,31787,31787,2020,3,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
814,2,30.0,0.0,16,2,112266,56133.0,56133,56133,2020,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
816,1,41.0,0.0,8,2,55115,55115.0,55115,55115,2020,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
818,7,32.0,1.0,22,2,187950,26850.0,26850,26850,2019,8,2,2,2,2,2,820140,117162.85714285714,0,718280,1,1,1,1,1
819,22,41.0,0.0,15,1,2515876,114358.0,114358,114358,2013,11,2,4,4,4,4,30767770,1398535.0,200000,3300000,4,2,2,2,0
820,14,39.0,0.0,14,2,828324,59166.0,59166,59166,2018,5,1,1,1,1,1,7924420,566030.0,0,1501700,4,1,2,2,1
821,4,29.0,1.0,12,2,452480,113120.0,113120,113120,2015,8,1,3,3,3,3,1220740,305185.0,0,1087880,2,1,2,1,1
822,2,31.0,1.0,23,0,85202,42601.0,42601,42601,2019,7,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
824,1,40.0,1.0,9,0,32446,32446.0,32446,32446,2020,12,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
825,1,36.0,1.0,6,2,64187,64187.0,64187,64187,2020,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
826,6,28.0,0.0,24,0,424440,70740.0,70740,70740,2018,5,1,2,2,2,2,931110,155185.0,0,467240,1,1,1,1,1
827,3,32.0,0.0,28,2,201339,67113.0,67113,67113,2019,12,2,2,2,2,2,498520,166173.33333333334,0,498520,1,1,1,1,0
828,12,34.0,0.0,21,0,759576,63298.0,63298,63298,2020,1,3,3,3,3,3,4702900,391908.3333333333,0,1350000,3,1,2,1,0
829,3,38.0,1.0,15,0,165939,55313.0,55313,55313,2019,6,3,3,3,3,3,523440,174480.0,0,523440,1,1,1,1,1
830,6,27.0,0.0,3,2,484476,80746.0,80746,80746,2018,7,1,2,2,2,2,1548430,258071.66666666666,100160,755390,2,1,2,2,0
831,6,32.0,0.0,2,2,255528,42588.0,42588,42588,2019,7,1,1,1,1,1,543220,90536.66666666667,0,300710,2,1,1,2,1
832,20,41.0,1.0,16,0,1174940,58747.0,58747,58747,2018,6,1,1,1,1,1,14458810,722940.5,120000,1899780,4,2,2,4,0
834,1,36.0,0.0,20,1,83969,83969.0,83969,83969,2020,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
